SKU,Category,Subcategory, Innovation,Feb_1,Mar_1,Apr_1,May_1,Jun_1,Jul_1,Aug_1,Sep_1,Oct_1,Nov_1,Dec_1,Jan_2,Feb_2,Mar_2,Apr_2,May_2,Jun_2,Jul_2,Aug_2,Sep_2,Oct_2,Nov_2,Dec_2,Jan_3,Feb_3,Mar_3,Apr_3,May_3,Jun_3
603,FOODS,DRESSINGS,0,808213,1156035,587411,619662,653539,800519,929161,744418,858437,767455,1019616,696451,1093431,1061580,591412,1215796,915467,882480,863992,978734,1112096,910467,1063735,886829,957181,918593,1082336,925262,741894
604,FOODS,DRESSINGS,0,296874,369345,148061,197671,183922,176148,217694,230949,277752,215936,319511,211888,357060,325158,261623,409639,236577,192728,174709,259557,293100,180259,241780,207688,267563,185659,279084,194569,173464
605,FOODS,DRESSINGS,0,25167,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,529475,10,10,95021,286293,10,10,10,10,54,101046,46949,338501
606,FOODS,DRESSINGS,0,629628,1205820,537101,872508,798620,745028,873690,704797,860262,947861,868204,802878,647619,1158526,639701,789230,615898,584676,642638,451399,681961,634211,822909,521936,556160,648745,615392,758225,700559
607,FOODS,DRESSINGS,0,1771949,2908397,2019208,2350854,1962772,1945201,2203256,1877781,2342585,2503332,2676344,2258358,2044965,3125051,2069319,2294041,2435593,2220443,2617899,1955850,2774069,2690759,3194425,2014014,2355624,2456351,2582712,2892571,2636892
608,FOODS,DRESSINGS,0,622739,1142919,1028052,1356978,1098000,1107683,1094143,838849,1013261,1218948,964279,943451,862242,1507636,841839,800664,1042722,772638,820121,680426,728905,688704,763756,571481,731377,693212,786366,911602,947112
609,FOODS,DRESSINGS,0,356570,530516,614798,595060,474456,523916,555742,475081,506356,625214,626171,398612,477834,787220,562172,685160,572367,505154,504193,497786,492345,467200,533950,472206,453840,506808,503616,577847,631688
610,FOODS,DRESSINGS,0,218044,315770,161417,265642,281238,272465,301378,238055,156442,204465,177655,203195,209723,140432,322436,259751,223906,356507,229250,176718,164526,131952,186631,108412,149776,181420,226306,180141,139891
611,FOODS,DRESSINGS,0,814948,577081,449716,728163,662167,723520,745349,592664,516620,506459,514477,593774,615031,503177,868214,634558,516865,871951,693708,549905,576813,472345,589992,395409,529970,527724,702166,561702,523423
612,BPC,HAIR CARE,0,181266,181201,195615,220566,193684,169745,185194,182217,190679,215639,215873,228285,145975,265437,184080,223991,182735,174154,207221,215153,171728,229072,192793,192191,139701,208489,227124,236604,100564
613,BPC,HAIR CARE,0,41582,53055,41449,50550,39077,51935,53900,45561,40660,31667,39083,57675,40770,37199,86204,45941,10203,78362,51308,61635,31533,63858,43420,35828,30996,53107,59617,33876,38804
614,BPC,HAIR CARE,0,61900,48115,53541,68990,41482,49024,51137,46189,56137,35580,41252,35359,53871,35922,32221,43330,48754,38304,41439,60116,35104,43828,39022,41827,46702,29864,36065,41793,48819
615,BPC,FACE,0,13725,7135,8085,18597,13023,8054,13133,19298,10627,11153,14752,11645,7201,5688,6674,11293,7801,10656,11151,15097,7344,9035,10022,6003,7308,7413,8224,19774,17210
616,BPC,FACE,0,35855,40970,53674,41960,70182,54980,33124,42824,49865,45633,47976,28159,3404,59778,78397,43422,54603,56014,33787,40980,17506,28393,34406,23186,39147,49039,42098,51145,36918
617,BPC,FACE,0,66005,92903,96285,74063,133685,111149,77780,75888,111833,95071,88538,90248,85744,99072,104948,80727,113144,104750,92297,89006,91211,115824,99480,67617,105697,104046,72667,99598,76392
618,BPC,HAIR CARE,0,41728,59058,44430,38200,41950,28380,40399,42294,39782,38292,45114,33984,40633,37550,40097,53459,32566,33455,37720,58210,38265,36895,53168,37010,37166,27135,36066,36542,45209
619,BPC,HAIR CARE,0,26804,36598,29268,25530,19897,19983,20784,27462,21884,25444,29894,22505,23126,23101,25679,28738,24317,24641,27427,32744,22182,32268,24426,23454,24943,24492,21913,19685,29714
620,BPC,HAIR CARE,0,27544,32885,25523,27454,15265,18083,17369,24337,9089,24556,28642,18528,18287,22060,22085,25921,14582,12293,21197,31081,18023,23900,24701,16686,17373,19686,19446,17934,23214
621,BPC,HAIR CARE,0,26120,22414,17040,20068,13869,11227,19094,11907,14906,17073,17398,13780,16448,17667,19775,14522,14286,13482,14817,19982,13634,21107,19329,13156,14437,18027,15292,11969,15263
622,BPC,FACE,0,14766,20490,10951,27390,13905,14829,15002,25982,15175,21072,39456,28644,26219,30779,30259,28119,16968,25463,24482,35170,18478,36447,31130,31646,25870,30380,19626,23731,25115
623,BPC,FACE,0,11079,7414,8508,20141,17685,8441,34464,19686,15738,14970,20882,18516,15063,3818,10480,15241,9493,12066,11961,24509,15632,29226,12772,3218,2619,3431,5476,2337,6710
624,BPC,FACE,0,1075,16800,17124,22749,17871,13698,29675,33219,1880,5110,10371,7719,17490,27056,20253,21798,98097,21189,21611,21052,11016,490,15473,1289,10536,11174,16140,94692,15473
625,BPC,FACE,0,20769,9597,7764,11253,24475,8785,13121,18762,9737,9420,5086,35045,18691,3465,8786,13404,8857,17212,10584,22708,5438,13862,17208,5969,16752,10902,3219,13017,14356
626,BPC,FACE,0,12073,12636,7278,33533,13731,11087,15215,20570,14472,13379,16411,11256,11185,6957,6428,7837,9495,9107,10304,14077,11717,8577,10799,4594,5687,7801,7168,5931,12987
627,Refreshments,ICE CREAM,0,285977,719093,697376,1393113,1933823,1086543,921100,770079,251203,182751,363236,168255,390664,637311,888327,1482088,1719696,1019147,1180079,525403,373412,306277,492751,181534,270289,574506,1028294,1421933,1317584
628,Refreshments,ICE CREAM,0,195737,251738,277475,323487,353272,239149,245729,221691,247272,185950,256183,154711,219488,266985,274590,335111,304815,317006,289676,222520,255166,237623,173929,206650,264786,235940,280447,368723,323176
629,Refreshments,ICE CREAM,0,67741,80850,81109,68393,117925,68540,70870,63268,89731,55732,62940,32743,84629,59354,69038,94335,118294,75602,55314,61165,49815,59283,54073,63160,64713,54584,66370,85103,45754
630,Refreshments,ICE CREAM,0,294486,341739,305116,421534,387870,338257,280463,297524,342882,262320,338839,231685,360621,361506,374770,432578,380125,415093,357299,286067,365809,280688,148310,264515,467090,391223,399100,514217,448309
631,Refreshments,ICE CREAM,0,194856,210351,226895,205488,239993,163915,219324,184633,208088,166011,217033,132861,202828,198494,218879,272466,211890,234851,170782,220134,177259,180945,171474,224748,174989,257627,182502,244946,230385
632,Refreshments,ICE CREAM,0,349482,451542,414857,438195,445435,377988,338906,352538,403735,320850,385376,263285,448686,451138,414973,522883,448167,507081,417385,388998,447176,348271,384669,287010,494282,540178,428252,668561,591474
633,Refreshments,ICE CREAM,0,10,1844,927,927,1844,1844,2761,486,376,120,230,46,168,684,2192,1002,2986,2986,1716,1160,208,287,49,49,248,248,1994,6160,2986
634,Refreshments,ICE CREAM,0,927,230,2761,5512,2761,6429,5512,1660,743,303,83,83,248,1319,2986,3978,6954,5962,3978,1835,803,287,168,89,89,565,3978,3978,4970
635,Refreshments,ICE CREAM,0,10,1110,193,1844,927,2100,1844,1110,156,193,266,208,89,882,1398,1200,1994,3184,1716,1279,248,248,89,49,49,486,1994,1200,1993
636,Refreshments,ICE CREAM,0,10,927,927,927,927,1844,1844,376,376,156,46,10,49,684,605,1994,1994,1994,1002,525,248,49,89,49,49,208,1994,1002,1002
637,Refreshments,ICE CREAM,0,927,120,1844,2761,1844,3678,3678,743,743,156,83,83,168,1160,1994,1994,3978,2986,3065,1279,327,208,89,49,49,367,2986,1994,3978
638,Refreshments,ICE CREAM,0,10,46,927,1844,927,1844,1293,743,376,83,46,46,89,724,1597,1002,2986,1994,724,525,248,129,168,49,49,287,1994,1002,1994
639,Refreshments,ICE CREAM,0,927,83,927,927,1844,1844,1844,743,193,120,83,10,49,684,803,1994,1994,1994,1438,763,327,89,89,49,49,208,1994,1002,1994
640,Refreshments,ICE CREAM,0,10,927,927,927,1844,1844,927,743,560,46,46,10,49,605,1597,1002,2986,1994,882,763,327,129,129,49,89,287,1994,1002,1438
641,Refreshments,ICE CREAM,0,201640,252774,215670,280414,292451,227017,216215,207025,222949,179263,213768,127997,215783,226829,229790,258904,252440,255220,229753,194718,198936,145124,199817,97903,314960,214104,219683,305558,282180
642,Refreshments,ICE CREAM,0,25694,60483,87942,136329,211722,155920,68848,25745,14696,11681,13339,19880,27251,35680,58519,92055,131263,41884,2577,35058,69709,24439,10920,21822,14647,20560,58281,52024,57455
643,Refreshments,ICE CREAM,0,195601,264477,250529,239029,376607,434261,496067,176658,188434,159700,255114,144964,184333,333897,364767,332163,430192,533633,343994,211248,259687,159747,269849,190012,186882,270284,465326,344817,425371
644,BPC,HAIR CARE,0,18972,17744,13055,20111,13005,18558,12570,12728,15946,20955,8375,22234,13277,16705,19023,6738,13794,11231,8644,10770,11449,11560,3851,22639,6330,37909,13084,2462,8890
645,BPC,DEOS,0,37885,57205,50791,78882,47157,63235,61426,67733,49144,46895,72092,45683,59288,69144,52239,68075,49298,69090,66285,69813,52224,53487,73167,55941,52577,60747,71212,67384,88533
646,BPC,HAIR CARE,0,37248,33537,46366,39491,52452,27652,41972,24733,43222,33926,31408,37720,35704,42650,34127,32342,49537,32951,39759,27294,27810,29788,33372,26396,19435,34169,20694,33149,32424
647,BPC,HAIR CARE,0,62852,60219,67545,63616,93168,9173,101861,62950,61132,56282,62822,68003,59975,80391,52390,66357,80260,51091,61246,61382,75214,27437,93696,59522,51380,62974,43669,69249,65559
648,BPC,HAIR CARE,0,18786,14750,20003,16940,30878,16070,14652,13514,18563,12743,17528,11301,13470,22218,11404,11523,21871,15947,13698,12803,13308,10003,18342,9796,10002,16127,14079,23798,20530
649,BPC,HAIR CARE,0,31603,28039,44047,44859,44756,24908,39485,27186,39706,27676,36666,40727,22477,54178,38939,31696,48440,29689,38766,30194,41716,28654,38729,40423,21318,37300,33742,38327,39749
650,BPC,DEOS,0,56474,62660,57230,90704,61308,63233,73972,68819,60786,59863,80583,50487,65880,75131,68805,80364,87741,61699,74834,94671,56264,61297,68999,60899,74309,79320,95184,74470,83372
651,Refreshments,ICE CREAM,0,142767,206362,212839,435958,550865,501161,583620,250380,180986,203222,200473,111418,148659,233442,326337,421796,680652,403203,604000,171225,115664,202749,181527,128700,208055,255347,426109,357045,608292
652,BPC,HAIR CARE,0,1864,1819,1574,2601,1770,2896,2715,1183,1281,2503,1135,792,1722,695,792,939,3336,2063,1477,10,791,1134,450,645,1086,1037,939,1428,2014
653,BPC,SKIN CLEANSING,0,412644,262181,379487,496547,493248,522504,549841,443885,414727,491578,678091,509016,382580,295103,425850,516528,423522,607083,363010,590347,470427,334768,488698,305875,352789,411191,405949,325454,463552
654,BPC,SKIN CLEANSING,0,171616,114587,178105,219307,248548,191597,308669,224198,332836,215438,295982,261308,94448,113432,213936,248408,205290,288737,225856,317964,196500,240899,164213,172393,136586,178856,98666,317972,221107
655,BPC,SKIN CLEANSING,0,499319,333691,388144,719072,407504,328403,482577,438807,430346,389875,406904,565624,402627,525108,364213,529443,380611,400212,434919,426082,403889,449034,298204,419455,456033,528656,373389,550519,435527
656,BPC,SKIN CLEANSING,0,106490,79964,87258,83584,129108,95468,89664,98322,69310,61098,35796,78110,66785,87779,93686,37910,97784,120973,53321,102005,80112,53624,49426,56034,91421,81787,57360,72475,72687
657,BPC,SKIN CLEANSING,0,94510,78486,113788,109314,136321,107121,89801,82445,86141,62991,75732,91774,83522,103199,112238,82473,100602,128914,52372,119347,72762,73857,80423,73314,119380,270733,85354,75351,117918
658,BPC,SKIN CLEANSING,0,296943,199390,206445,243710,265532,203065,172982,255088,159576,160210,129191,255770,171075,200643,217955,194773,211792,292923,151014,232777,147626,180800,173428,174118,202708,203829,179187,150533,248508
659,BPC,SKIN CLEANSING,0,420039,516887,502372,422688,228421,243807,349435,401004,196473,691757,419822,280440,379131,486216,356225,409266,482418,266994,551824,429467,648680,431575,438922,293731,385837,414269,352196,153284,335112
660,BPC,SKIN CLEANSING,0,75863,157092,150945,106679,109167,111133,98159,109610,98652,120803,66480,52019,69731,136007,102229,61599,45739,117514,166196,63179,116329,116622,71588,38682,97136,95777,71792,55142,37219
661,BPC,SKIN CLEANSING,0,154666,96056,114374,201278,126796,128304,194423,118605,119125,121176,151371,133288,138355,130848,114555,197335,163782,146855,166083,161111,112084,158451,102344,141576,139355,172674,149077,131148,165508
662,BPC,SKIN CLEANSING,0,229270,166335,187238,333094,224876,212281,322564,205063,227720,149519,208233,256532,209283,208954,184379,326961,260757,237503,269832,256411,189338,249694,140303,222545,216495,297179,235408,284709,247684
663,BPC,SKIN CLEANSING,0,325496,165860,247934,347454,262220,205460,373975,231213,269404,243511,309796,284773,249763,247939,232126,323695,266703,246989,279613,288420,281534,307115,190352,269876,274683,346875,267878,314265,266472
664,BPC,SKIN CLEANSING,0,59789,51052,45339,45682,91804,47147,62487,57370,29896,29964,28806,49566,48406,58163,55944,41986,46908,109479,22932,70508,42379,32892,34862,40084,74371,63240,24909,65108,38017
665,BPC,SKIN CLEANSING,0,53080,101607,85684,80574,98792,70314,51016,73879,73343,65121,28898,48206,46429,80899,61012,48189,31456,63563,100395,47616,78751,80294,69755,19699,65920,115748,10,161320,40075
666,BPC,HABL,0,69073,80130,44875,68821,89522,49381,56066,71790,69068,82174,106707,100108,57412,78933,55151,59159,80252,71358,77731,62193,81739,112520,100400,90306,66889,97067,67672,54838,89068
667,BPC,DEOS,0,50548,51136,62181,78008,105918,81066,72695,21238,106382,92655,71539,44794,67898,71581,65301,97047,97823,111538,114888,57056,96966,75698,99263,60265,58208,15988,96363,121493,102276
668,BPC,HAIR CARE,0,83092,58606,82624,86554,83313,70583,77091,92973,70700,76535,27970,52975,129270,104371,86324,93865,84773,87905,68384,77398,80122,67163,72620,75169,90832,58855,89725,96281,110903
669,BPC,HAIR CARE,0,15152,7278,17576,7551,7444,17191,10584,13003,12510,8379,9924,5240,11464,13337,12566,16805,4526,13997,32224,4252,8711,8710,1331,14603,18733,86069,13997,17410,13172
670,Refreshments,ICE CREAM,0,341973,716667,660079,1488038,2068967,1071958,1121293,900713,259875,240758,377265,243581,412080,619872,987476,1518649,1919128,1075225,1021191,592588,378657,342058,541134,266873,341872,610445,1192993,1664118,1303691
671,Refreshments,ICE CREAM,0,230667,486039,426791,930325,1369342,653298,740000,515524,137190,166701,244289,160480,285978,487798,596423,934129,1161906,686002,724251,300201,233818,184712,317648,189855,198012,430643,787281,883818,1031101
672,Refreshments,ICE CREAM,0,204836,296631,314086,651307,755085,776620,737323,253421,298107,250416,222037,193399,230337,338006,437642,689546,675455,531378,645364,157269,271380,187982,156921,64829,370095,349198,548084,455655,895332
673,BPC,SKIN CLEANSING,0,199453,101494,171020,224395,250024,211142,140141,157239,115862,102965,66126,24621,26572,17535,14418,21742,77055,110962,19389,14880,8576,17532,8809,10675,4915,85219,9430,30524,555
674,BPC,HAIR CARE,0,24277,17317,18591,19626,18026,20444,16576,18846,23005,24077,19537,21625,16398,22352,19147,14161,17178,17450,16798,23032,17615,21288,14057,15019,17051,16052,19850,15696,25370
675,BPC,HAIR CARE,0,26456,22041,27487,26927,20443,25764,20008,21224,26671,26381,21152,23331,17287,20772,19436,16323,21757,16430,14239,16887,18053,23503,16601,14743,14617,15669,18648,18486,23553
676,BPC,HAIR CARE,0,12323,16164,10278,14338,12430,9953,11724,12648,13846,9816,6031,5022,3987,4559,10008,2815,4776,5212,5023,8428,58518,4287,8017,36066,8916,30507,5539,1644,1835
677,BPC,HAIR CARE,0,4821,4128,3885,4335,3850,5096,5650,6378,4335,3919,4197,2328,2537,3818,6245,2017,4439,3955,4201,5824,2710,2466,1566,459,67707,1358,2083,425,8969
678,Refreshments,TEA,0,119226,117200,97726,96896,123113,82082,96341,99830,140769,163674,125413,140066,106595,124220,117607,100579,98721,92107,89931,99592,122089,122411,116935,109884,108832,79513,117922,62473,92052
679,Refreshments,TEA,1,212994,110565,109063,134931,147543,128847,140104,142825,118569,214107,195488,153650,214629,145165,162156,220140,84070,151127,153550,158262,209355,160095,131598,204865,140917,144105,92015,137997,113153
680,Refreshments,TEA,0,42096,28492,31186,43815,50051,24283,44953,38630,35364,83830,50173,43647,57742,25392,33882,44177,43914,31869,43142,54701,33646,21878,53171,41936,28378,46346,24339,49040,36876
681,Refreshments,TEA,1,33525,30737,55814,38648,50842,56845,53078,49295,59062,65070,71753,73128,42147,46314,9758,77453,45033,55470,46323,65235,62113,65468,44323,65452,31071,51992,56665,53420,54284
682,Refreshments,TEA,1,357723,615972,237215,204396,394022,217224,467822,368165,160787,207573,384328,338571,285879,348731,199349,348267,337557,248568,272029,460193,372235,452732,174066,409653,335785,320837,282564,240243,340181
683,Refreshments,TEA,1,538597,364646,460729,381281,287963,670328,274603,279161,373584,790711,842108,314037,382421,577267,452867,845447,287895,498543,328817,355351,457045,550151,771797,176893,341510,404933,509214,433768,304309
684,Refreshments,TEA,0,106359,89409,148731,107716,138737,122187,146972,132266,184766,207015,186587,175412,129879,154954,129268,164952,116291,149777,153446,147774,204390,175771,181977,169200,144473,143605,142217,140241,142502
685,Refreshments,TEA,1,106037,121284,115126,127158,126158,96430,119860,127148,112824,165064,141854,106872,142206,85904,69030,163782,139266,113687,95672,116548,121508,129231,147031,2804,198107,152489,80493,112135,98116
686,Refreshments,TEA,1,521378,459068,499965,563934,422833,487438,493998,418351,429940,666319,493712,588838,621324,507607,447901,543511,598579,388142,434443,407358,451122,695792,477619,367334,455638,547340,463526,399405,434775
687,Refreshments,TEA,1,50387,44124,43020,43400,56253,39695,49329,41002,60207,64057,55150,41190,83819,42428,41906,57553,33050,51058,46540,31465,46154,50771,60127,5016,66521,64214,34937,36856,34741
688,BPC,DEOS,0,100018,140412,97903,165818,175375,131462,115375,153934,102994,139557,94187,146041,81050,128313,90107,139467,192625,111591,123181,156816,91385,95044,105666,73809,85241,131648,57949,134838,118269
689,BPC,DEOS,0,80382,103222,91608,127299,151356,137517,109382,129895,111701,106050,72248,135344,80926,103190,89035,118556,170063,130309,134818,134872,78387,138092,97311,78909,93155,106694,74566,103324,135259
690,BPC,DEOS,0,94292,123244,91331,156464,161186,133641,161103,149583,108468,145169,89744,147786,93050,108175,66031,129877,145975,158678,113223,135472,118837,87424,94903,76984,68219,103044,90199,106530,131917
691,BPC,DEOS,0,80409,106723,73683,123961,90883,146081,95168,116368,92898,129322,77332,125928,65938,104334,82831,121330,134329,149800,80473,118443,80469,90578,98134,79124,72492,82678,94507,105878,120478
692,BPC,DEOS,0,64504,93375,54320,97790,97859,105067,74086,93510,88883,78422,61048,103065,58314,80030,73150,87431,137842,106621,80218,95812,69029,87599,94900,70777,100892,110307,23205,146336,124251
693,BPC,DEOS,0,38833,58681,36985,47033,72095,74819,58734,69870,66116,40255,52488,42855,28719,45885,34856,44007,69317,64992,55282,72901,23066,36849,53130,23408,47329,51262,24557,33442,50813
694,BPC,DEOS,0,21635,37764,28701,39778,47941,53217,40243,50305,39887,35451,42767,37829,27227,53170,29405,44836,37881,54185,40875,56444,36613,28316,21484,10102,12160,21192,14501,15616,25200
695,BPC,DEOS,0,35260,33502,35537,50379,46527,45518,44481,54872,26808,37803,33518,56308,35186,61120,30213,47759,56965,65535,52609,60028,54475,12949,31865,43351,38510,41916,51165,37730,43939
696,BPC,DEOS,0,68594,102349,56475,97889,124627,108143,92859,92742,115389,91630,88109,95875,51068,79584,66856,106102,123167,119101,117423,73698,65112,67096,89042,64805,80052,96214,57825,87315,116315
697,BPC,DEOS,0,29598,43092,38690,44351,45339,57505,46948,50954,50296,49887,55894,42332,29854,62115,51014,43805,71407,65387,76735,67776,43205,43265,59714,27641,52188,55203,36857,38663,60665
698,BPC,DEOS,0,12269,48850,42856,48755,50340,52377,45822,53512,53509,41404,54573,47540,32145,46624,36561,50521,68636,54878,64696,66520,48399,39181,31362,33348,26525,55506,43678,50866,65934
699,BPC,HAIR CARE,0,33545,19663,20788,20386,12253,20520,22279,22173,21877,29038,14523,32308,18727,19084,27213,13508,20593,12819,17325,24922,18434,26793,12568,20598,16049,16107,27173,15454,23086
700,BPC,HAIR CARE,0,40663,35413,27092,25306,24840,25405,28203,25733,36808,36446,31653,33616,24466,25878,29650,18665,25590,18268,27644,31153,21814,38005,16839,21976,28347,26628,32823,23249,30076
701,BPC,FACE,0,17079,13018,12178,22688,14546,7985,13763,20391,10308,15033,13865,25298,24444,8904,13768,17257,14860,17221,14858,20956,13875,13413,20319,13199,11789,11614,11012,15772,11894
702,BPC,HABL,0,88885,108640,94910,99806,86636,54548,74048,108079,122876,92611,78869,170050,75334,95743,96049,70676,95532,65502,75831,92376,88598,100707,78560,122851,107454,145934,59280,57913,96562
703,BPC,HABL,0,51889,51218,32944,44386,48739,42419,40997,47176,42028,76918,60495,62175,40720,65918,47989,35790,44445,42232,48470,42889,44203,73199,72685,47984,81842,53063,32628,30349,34707
704,BPC,HABL,0,16573,21353,22258,11271,15844,12688,18109,22496,26889,38754,21098,46806,30520,37675,43566,26853,32378,27171,18236,42662,34820,65988,39903,42208,56275,32060,39915,26029,28484
705,BPC,HABL,0,109345,114275,92876,90399,101069,84982,65964,110140,99279,93870,73199,108043,129744,115290,94960,94099,99560,40925,119694,63104,108417,95120,104294,115245,68098,167515,66012,74513,79696
706,BPC,HABL,0,228105,283890,178239,260540,196990,188709,216438,276929,234431,228755,280072,278019,301568,252370,241568,225041,249875,198477,231618,195077,239615,265918,279344,295976,247847,332438,190164,203049,225853
707,Refreshments,ICE CREAM,0,96690,122723,70688,184478,282826,104191,83637,50721,22429,24412,36862,35909,32474,63723,77394,142788,90987,232836,95771,29799,24463,23406,21758,33829,29565,25534,59078,71810,66715
708,BPC,HAIR CARE,0,39163,61780,53513,73874,38127,32651,57527,39023,82515,37506,50007,55299,45471,101312,50206,51865,38306,35667,60881,37933,70926,79314,42524,41088,40269,72936,32384,58164,54874
709,BPC,HAIR CARE,0,33206,48753,49399,56974,32892,34754,43812,32746,71214,35766,40505,40774,36624,87821,45338,47360,35775,30481,43607,34418,64533,69642,32090,37832,30179,63736,28207,42911,45177
710,BPC,HAIR CARE,0,18635,32591,29534,31102,19109,19129,21960,20969,41149,22416,21137,29620,18993,47342,22355,27155,15511,15957,25843,19981,43903,30325,19559,16566,15757,31272,19603,25595,37251
711,BPC,HAIR CARE,0,30547,52594,37332,51241,28115,30610,31008,29061,65431,21466,45568,28974,30075,67542,33703,33374,28042,28207,40644,25788,54207,50325,26194,28631,31683,42920,24830,48188,50504
712,BPC,HAIR CARE,0,71953,117311,64877,121630,82905,52852,61956,96400,123204,65378,83219,77995,109468,95756,79717,118257,56689,43629,99263,81231,100753,100982,56802,76579,99054,95741,66367,102145,100358
713,BPC,HAIR CARE,0,52093,91415,46843,99207,68440,52788,56223,66021,81300,62356,69831,60200,100318,29752,82877,91483,39524,34866,80799,54647,87555,85356,55214,53485,83144,90193,46727,65995,85079
714,BPC,HAIR CARE,0,56640,107251,51995,89182,70456,39702,76537,92249,87412,54623,92104,83304,89937,97410,70973,95835,64250,46793,97400,59255,93701,100798,59141,57128,68014,111174,64502,86407,80743
715,BPC,HAIR CARE,0,39742,88736,44795,77462,68333,27614,67457,65095,84918,49461,73857,63711,87439,86650,53413,79745,49313,32883,77798,59429,79309,76775,46121,46515,54115,86306,59580,66684,85321
716,BPC,HABL,0,111026,118653,100587,88121,88480,91655,102810,99688,62730,127290,108949,167381,123619,94552,119413,72577,101278,78904,90872,118733,83746,131692,109701,110490,122783,120938,95558,91084,120534
717,BPC,SKIN CLEANSING,0,56591,38064,18481,22161,44845,44118,31570,46566,24291,28156,13057,12734,19144,43925,20341,10,41069,91089,19292,65859,10992,25253,9592,19934,24692,175188,11997,17909,27957
718,BPC,SKIN CLEANSING,0,86046,73893,92471,145579,110343,84227,149306,90303,94945,95813,114589,91973,88700,97179,92873,156944,100399,74525,123133,126351,118794,92668,58745,44147,65463,94936,60011,86990,62446
719,FOODS,SIDES,0,67497,109408,104731,109187,83894,116915,117896,96291,123218,142798,86042,100673,110638,82627,89555,164600,86472,108612,119347,96144,142524,102200,103460,86373,150775,113178,92940,146289,111166
720,FOODS,SIDES,0,159118,141314,166244,147208,137220,156049,168522,142885,164671,173104,137514,174103,194604,131118,133775,184482,148175,201729,181599,165399,189803,147655,150754,139266,219133,157109,193312,200917,167659
721,FOODS,SIDES,0,83856,96275,80486,55065,68308,52884,70116,54460,66953,66848,66259,62734,64655,49089,58702,72958,82624,85847,92559,69493,88213,88428,74167,54762,89789,78763,69602,95851,88373
722,FOODS,SIDES,0,155640,172187,206892,178170,147478,179182,195505,178995,168268,174467,153278,187127,190994,113535,142993,164072,143563,178760,190803,148863,198411,149906,140293,113960,205018,163992,161817,192283,157254
723,FOODS,SIDES,0,273919,315043,278048,302197,174862,345935,333607,209939,340063,270945,188899,288990,245096,259917,235380,321761,208847,294865,262873,210717,269325,242034,254103,211685,291691,272687,210218,293369,235771
724,FOODS,SIDES,0,125835,195299,154850,113170,149596,126736,173987,141607,141517,181909,159550,142332,167712,105771,99314,162302,101182,142322,166376,144319,176309,144657,128603,98049,184262,107660,116089,150888,126597
725,FOODS,SIDES,0,71625,89081,72080,58857,60086,66703,79845,70063,79676,100894,46450,75111,64328,56810,54313,52148,62489,63248,74063,58665,72427,49588,57595,31574,70164,48555,54115,64776,58162
726,FOODS,SIDES,0,153160,273461,265351,233734,205646,241828,294158,219289,266349,251906,218149,264458,273187,217111,215326,304654,218103,274878,235738,216819,290182,242637,221496,179124,300569,308077,230199,295056,226098
727,FOODS,SIDES,0,261446,271595,309372,313224,241665,254804,330352,281076,348039,280182,236772,282246,248268,275626,226973,317336,258511,312424,290600,247835,301802,284059,255745,226997,349973,289269,250772,322409,248400
728,FOODS,SIDES,0,96983,119337,115068,98422,96590,108550,129278,106242,120799,126860,105854,115250,82515,87559,97309,101805,95329,105070,106681,96180,125823,84398,97471,68513,129181,94336,92876,113531,105504
729,FOODS,SIDES,0,130510,119167,151558,152600,116113,137457,151528,14476,155803,132445,135320,138972,155957,129239,144357,174303,117358,157116,155971,112779,172916,144729,111556,105448,172149,140833,142408,167643,128558
730,FOODS,SIDES,0,313057,349128,328191,358176,243723,375305,370153,281657,426906,319878,245170,334508,302497,342794,245165,362059,232490,352641,326859,238549,302859,292828,300514,268214,383959,285177,265073,319175,268690
731,FOODS,SIDES,0,121944,162968,163969,144935,120973,149614,146366,27539,200920,152721,126963,133841,162832,131225,134187,177066,158633,150204,136575,102024,160263,124508,118565,95904,171480,211930,123773,154477,120087
732,FOODS,SIDES,0,112586,125900,137962,113755,126953,119293,155181,118501,142392,145539,128547,149129,142796,94400,110279,124119,111190,144969,156173,128833,165905,122205,123164,102012,167035,137068,119867,131188,132554
733,FOODS,SIDES,0,293987,337518,302974,352138,198472,380990,350709,241545,431723,329874,244119,312426,315143,325141,246517,459509,301606,354298,345473,240315,331060,293552,304566,266173,372276,319464,283695,352552,274285
734,FOODS,SIDES,0,245660,295335,304926,279942,223848,275834,295429,254616,325349,267663,231071,302095,253198,248873,215407,370325,233599,302579,272681,230997,313089,252515,247680,214565,341558,260025,251206,296696,247504
735,FOODS,SIDES,0,152987,179988,202340,184228,167883,183784,219482,128427,198133,237397,169493,203141,185137,179401,178520,214516,188049,201781,190811,182945,214278,175951,175801,132705,203269,180012,191073,235687,178499
736,BPC,FACE,0,9202,11886,11695,14976,14728,17712,16500,14038,11140,14225,16075,11458,10838,9864,10138,16761,15395,12277,24911,13741,12954,17082,17947,11834,11424,16720,12472,12995,20063
737,BPC,FACE,0,69472,86659,60133,97666,67506,88539,79980,66412,79877,81642,95831,35827,61959,83343,69044,92565,70278,131096,90774,115232,103151,92543,98660,74530,66628,115211,80358,92033,103338
